uf_busca,cidade_busca,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
CE,Sobral,Engenharia Elétrica,Bacharelado,Curso a Distância,659.00,1,0,0,0,686.84,0,0,0
CE,Fortaleza,Engenharia Mecânica,Bacharelado,Noturno,1439.00,0,2,0,0,661.22,0,0,0
CE,Fortaleza,Engenharia Mecânica,Bacharelado,Matutino,1665.00,1,0,1,1,677.36,0,593.78,642.12
CE,Fortaleza,Engenharia Mecânica,Bacharelado,Noturno,1665.00,0,1,0,1,651.46,0,668.58,0
CE,Fortaleza,Engenharia Mecânica,Bacharelado,Matutino,1605.16,0,0,0,55,0,0,464.56,0
CE,Fortaleza,Engenharia Mecânica,Bacharelado,Noturno,1605.16,0,0,0,50,0,0,514.06,0
CE,Fortaleza,Engenharia Mecânica,Bacharelado,Noturno,1111.90,4,2,0,0,652.84,662.56,0,0
CE,Fortaleza,Engenharia Química,Bacharelado,Matutino,1605.16,0,0,0,55,0,0,450.00,0
CE,Fortaleza,Engenharia Química,Bacharelado,Noturno,1605.16,0,0,0,50,0,0,450.00,0
CE,Fortaleza,Estética e Cosmética,Tecnológico,Matutino,629.85,1,0,1,0,634.12,0,600.62,0
CE,Fortaleza,Estética e Cosmética,Tecnológico,Matutino,549.10,1,1,5,2,614.22,624.72,569.54,583.30
CE,Fortaleza,Estética e Cosmética,Tecnológico,Matutino,665.00,0,0,7,4,0,0,581.96,590.88
CE,Aracati,Farmácia,Bacharelado,Matutino,1053.00,2,1,0,0,630.08,599.12,0,0
CE,Aracati,Farmácia,Bacharelado,Noturno,1053.00,1,1,0,0,640.98,626.18,0,0
CE,Fortaleza,Farmácia,Bacharelado,Noturno,897.84,1,1,0,0,635.56,625.38,0,0
CE,Fortaleza,Farmácia,Bacharelado,Matutino,1011.75,0,0,5,2,0,0,629.14,622.34
CE,Fortaleza,Farmácia,Bacharelado,Matutino,709.14,5,3,0,0,635.58,634.86,0,0
CE,Fortaleza,Farmácia,Bacharelado,Noturno,1039.03,11,6,0,0,631.48,638.02,0,0
CE,Fortaleza,Farmácia,Bacharelado,Matutino,945.52,5,3,0,0,663.76,626.60,0,0
CE,Juazeiro do Norte,Farmácia,Bacharelado,Matutino,1334.46,3,1,2,1,732.10,690.10,620.12,602.64
CE,Juazeiro do Norte,Farmácia,Bacharelado,Noturno,1655.71,3,2,0,0,661.04,638.58,0,0
CE,Quixada,Farmácia,Bacharelado,Integral,1542.43,2,1,0,0,673.88,659.84,0,0
CE,Quixeramobim,Farmácia,Bacharelado,Matutino,1155.60,1,0,0,0,592.34,0,0,0
CE,Quixeramobim,Farmácia,Bacharelado,Noturno,1155.60,1,1,2,1,646.12,630.92,593.96,572.80
CE,Quixada,Filosofia,Licenciatura,Matutino,574.15,1,0,0,0,621.56,0,0,0
CE,Sobral,Filosofia,Licenciatura,Curso a Distância,237.00,1,0,0,0,627.30,0,0,0
CE,Aracati,Fisioterapia,Bacharelado,Noturno,1042.00,2,1,0,0,625.38,618.10,0,0
CE,Aracati,Fisioterapia,Bacharelado,Matutino,810.00,1,1,0,0,598.68,607.48,0,0
CE,Fortaleza,Fisioterapia,Bacharelado,Matutino,1136.00,5,2,0,0,650.50,668.72,0,0
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,1055.71,3,1,0,0,662.38,646.24,0,0
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,1141.43,9,5,0,0,640.48,633.08,0,0
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,897.75,0,0,3,1,0,0,596.36,576.02
CE,Fortaleza,Fisioterapia,Bacharelado,Matutino,807.54,0,0,5,3,0,0,606.12,586.04
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,897.75,1,0,1,0,645.24,0,577.54,0
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,897.75,0,0,5,3,0,0,586.16,568.20
CE,Fortaleza,Fisioterapia,Bacharelado,Matutino,807.55,0,0,4,2,0,0,596.40,607.08
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,755.45,4,2,0,0,631.76,607.44,0,0
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,755.45,2,1,0,0,635.86,613.64,0,0
CE,Fortaleza,Fisioterapia,Bacharelado,Matutino,1061.59,0,0,0,1,0,0,577.86,0
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,1061.59,0,0,0,1,0,0,608.84,0
CE,Fortaleza,Fisioterapia,Bacharelado,Matutino,1628.38,0,0,0,50,0,0,545.78,0
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,1628.38,0,0,0,48,0,0,519.76,0
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,1628.40,1,0,0,10,675.02,0,570.56,0
CE,Fortaleza,Fisioterapia,Bacharelado,Noturno,1007.02,7,4,0,0,626.06,633.42,0,0
CE,Fortaleza,Fisioterapia,Bacharelado,Matutino,916.40,6,3,0,0,654.76,646.36,0,0
CE,Ico,Fisioterapia,Bacharelado,Matutino,1224.59,1,1,0,0,684.06,619.92,0,0
CE,Ico,Fisioterapia,Bacharelado,Noturno,1224.59,1,0,0,0,633.12,0,0,0
CE,Juazeiro do Norte,Fisioterapia,Bacharelado,Matutino,1402.17,2,1,0,0,657.30,645.14,0,0
CE,Juazeiro do Norte,Fisioterapia,Bacharelado,Noturno,1402.17,2,1,0,0,674.14,637.54,0,0
CE,Juazeiro do Norte,Fisioterapia,Bacharelado,Matutino,1598.57,3,1,0,0,652.06,634.68,0,0
CE,Quixada,Fisioterapia,Bacharelado,Integral,1198.57,1,0,0,0,658.04,0,0,0
CE,Quixeramobim,Fisioterapia,Bacharelado,Matutino,1155.60,0,0,1,0,0,0,540.24,0
CE,Quixeramobim,Fisioterapia,Bacharelado,Noturno,1155.60,1,0,3,1,622.66,0,593.64,584.92
CE,Tiangua,Fisioterapia,Bacharelado,Noturno,1278.04,2,3,0,12,647.96,668.10,573.44,0
CE,Fortaleza,Fonoaudiologia,Bacharelado,Matutino,984.06,0,0,0,1,0,0,595.84,0
CE,Fortaleza,Fonoaudiologia,Bacharelado,Noturno,984.06,0,0,0,1,0,0,594.38,0
CE,Fortaleza,Gastronomia,Tecnológico,Noturno,1530.00,4,2,0,0,630.44,624.68,0,0
CE,Fortaleza,Gastronomia,Tecnológico,Matutino,894.60,0,0,0,1,0,0,590.92,0
CE,Fortaleza,Gastronomia,Tecnológico,Noturno,894.60,0,0,0,1,0,0,592.90,0
CE,Fortaleza,Gastronomia,Tecnológico,Matutino,940.50,0,0,3,2,0,0,604.50,584.34
CE,Fortaleza,Gastronomia,Tecnológico,Matutino,1438.65,0,0,0,41,0,0,506.92,0
CE,Fortaleza,Gastronomia,Tecnológico,Noturno,1438.65,0,0,0,34,0,0,486.46,0
CE,Fortaleza,Gastronomia,Tecnológico,Noturno,931.76,4,2,0,0,657.18,621.86,0,0
CE,Fortaleza,Geografia,Licenciatura,Curso a Distância,237.00,1,0,0,0,672.22,0,0,0
CE,Fortaleza,Geografia,Licenciatura,Curso a Distância,325.00,0,0,1,0,0,0,601.10,0
CE,Itapipoca,Geografia,Licenciatura,Curso a Distância,273.41,1,0,0,0,607.96,0,0,0
CE,Fortaleza,Gerência de Negócios,Bacharelado,Noturno,367.36,1,0,0,0,626.68,0,0,0
CE,Fortaleza,Gestão Ambiental,Tecnológico,Curso a Distância,278.00,0,0,1,0,0,0,569.36,0
CE,Fortaleza,Gestão Ambiental,Tecnológico,Matutino,435.59,0,0,0,1,0,0,609.52,0
CE,Fortaleza,Gestão Ambiental,Tecnológico,Noturno,435.59,0,0,0,1,0,0,628.14,0
CE,Fortaleza,Gestão Ambiental,Tecnológico,Curso a Distância,325.00,0,0,1,0,0,0,696.08,0
CE,Iguatu,Gestão Ambiental,Tecnológico,Curso a Distância,333.00,1,0,0,0,583.26,0,0,0
CE,Marco,Gestão Ambiental,Tecnológico,Curso a Distância,333.00,1,0,0,0,450.00,0,0,0
CE,Sao Goncalo do Amarante,Gestão Ambiental,Tecnológico,Curso a Distância,333.00,1,0,0,0,565.34,0,0,0
CE,Sobral,Gestão Ambiental,Tecnológico,Curso a Distância,278.00,1,0,0,0,639.82,0,0,0
CE,Fortaleza,Gestão Comercial,Tecnológico,Curso a Distância,265.00,0,0,1,0,0,0,587.12,0
CE,Fortaleza,Gestão Comercial,Tecnológico,Matutino,553.96,1,0,0,10,613.92,0,450.00,0
CE,Fortaleza,Gestão Comercial,Tecnológico,Noturno,553.96,3,1,0,10,579.18,584.72,477.86,0
CE,Fortaleza,Gestão Comercial,Tecnológico,Noturno,368.76,1,1,3,1,582.40,608.30,554.70,564.70
CE,Fortaleza,Gestão Comercial,Tecnológico,Curso a Distância,325.00,0,0,1,0,0,0,548.88,0
CE,Fortaleza,Gestão Comercial,Tecnológico,Noturno,760.05,0,0,0,40,0,0,450.00,0
CE,Fortaleza,Gestão Comercial,Tecnológico,Matutino,723.90,0,0,0,40,0,0,450.00,0
CE,Iguatu,Gestão Comercial,Tecnológico,Curso a Distância,333.00,1,0,0,0,587.62,0,0,0
CE,Juazeiro do Norte,Gestão Comercial,Tecnológico,Noturno,635.06,4,2,0,0,607.02,605.50,0,0
CE,Marco,Gestão Comercial,Tecnológico,Curso a Distância,333.00,1,0,0,0,638.84,0,0,0
CE,Quixada,Gestão Comercial,Tecnológico,Noturno,486.54,4,2,0,0,618.08,604.86,0,0
CE,Sao Goncalo do Amarante,Gestão Comercial,Tecnológico,Curso a Distância,333.00,1,0,0,0,542.60,0,0,0
CE,Fortaleza,Gestão da Produção Industrial,Tecnológico,Curso a Distância,278.00,1,0,0,0,597.70,0,0,0
CE,Sobral,Gestão da Produção Industrial,Tecnológico,Curso a Distância,278.00,1,0,0,0,618.60,0,0,0
CE,Fortaleza,Gestão da Tecnologia da Informação,Tecnológico,Noturno,835.00,1,0,0,0,644.78,0,0,0
CE,Fortaleza,Gestão da Tecnologia da Informação,Tecnológico,Curso a Distância,325.00,0,0,1,0,0,0,597.84,0
CE,Fortaleza,Gestão da Tecnologia da Informação,Tecnológico,Matutino,969.10,0,0,0,24,0,0,450.00,0
CE,Fortaleza,Gestão da Tecnologia da Informação,Tecnológico,Noturno,969.10,0,0,0,25,0,0,450.00,0
CE,Fortaleza,Gestão da Tecnologia da Informação,Tecnológico,Curso a Distância,169.00,3,2,0,0,628.02,607.80,0,0
CE,Aracati,Gestão de Recursos Humanos,Tecnológico,Noturno,456.00,1,1,0,0,596.62,605.58,0,0
CE,Barbalha,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,269.00,2,1,0,0,587.60,588.72,0,0
CE,Baturite,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,402.65,1,0,0,0,573.52,0,0,0
CE,Caucaia,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,209.00,1,0,0,0,603.50,0,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Matutino,598.57,2,1,0,0,618.30,602.56,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,598.57,8,4,0,0,600.12,606.50,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,627.14,3,2,0,0,593.66,595.88,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Matutino,598.57,5,3,0,0,603.54,601.90,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Matutino,598.57,5,2,0,0,607.68,608.18,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,598.57,5,3,0,0,593.18,618.04,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,698.00,1,1,0,0,595.38,612.76,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,461.56,2,1,11,6,626.72,596.46,557.62,560.74
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Matutino,408.59,3,1,7,3,640.66,587.78,546.66,540.64
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,299.24,1,0,1,0,592.74,0,546.30,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,461.56,0,0,1,1,0,0,547.88,590.64
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,415.21,0,0,6,3,0,0,553.90,516.44
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Matutino,380.00,2,1,4,2,630.56,616.62,555.24,563.12
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Matutino,580.00,1,1,3,2,602.30,559.84,500.62,485.58
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,580.00,1,1,3,2,588.72,592.68,481.64,450.00
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,432.60,1,1,2,1,588.68,611.12,575.64,565.42
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,325.00,0,0,1,0,0,0,527.48,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,437.00,0,0,5,3,0,0,569.62,555.16
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,285.00,1,0,1,0,584.62,0,555.46,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,285.00,1,0,1,0,579.54,0,557.02,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,760.05,0,0,0,40,0,0,474.32,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Matutino,723.90,0,0,0,40,0,0,450.00,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Matutino,408.50,3,2,0,0,594.14,591.94,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,408.50,7,3,0,0,582.24,584.48,0,0
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Noturno,580.00,1,1,3,1,581.10,545.30,520.92,503.30
CE,Fortaleza,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,219.00,9,4,0,0,610.04,590.52,0,0
CE,Itapipoca,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,279.00,3,1,0,0,621.40,598.36,0,0
CE,Juazeiro do Norte,Gestão de Recursos Humanos,Tecnológico,Noturno,626.37,3,1,0,0,602.10,611.74,0,0
CE,Juazeiro do Norte,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,249.00,3,1,0,0,593.40,593.20,0,0
CE,Limoeiro do Norte,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,289.00,1,0,0,0,590.68,0,0,0
CE,Maracanau,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,285.00,1,0,1,0,619.76,0,602.86,0
CE,Marco,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,333.00,1,0,0,0,450.00,0,0,0
CE,Sao Goncalo do Amarante,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,333.00,1,0,0,0,574.06,0,0,0
CE,Sao Goncalo do Amarante,Gestão de Recursos Humanos,Tecnológico,Noturno,355.30,3,1,0,0,615.78,583.94,0,0
CE,Sobral,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,278.00,1,0,0,0,610.44,0,0,0
CE,Sobral,Gestão de Recursos Humanos,Tecnológico,Curso a Distância,319.00,1,1,0,0,635.72,632.56,0,0
CE,Fortaleza,Gestão de Serviços Jurídicos e Notariais,Tecnológico,Curso a Distância,212.00,0,0,1,0,0,0,612.10,0
CE,Sobral,Gestão de Serviços Jurídicos e Notariais,Tecnológico,Curso a Distância,248.00,1,0,0,0,633.48,0,0,0
CE,Fortaleza,Gestão Financeira,Tecnológico,Noturno,698.00,1,1,0,0,638.36,608.54,0,0
CE,Fortaleza,Gestão Financeira,Tecnológico,Noturno,408.59,2,1,7,3,616.52,597.78,578.68,554.48
CE,Fortaleza,Gestão Financeira,Tecnológico,Noturno,380.00,0,0,2,1,0,0,563.96,568.20
CE,Fortaleza,Gestão Financeira,Tecnológico,Curso a Distância,325.00,0,0,1,0,0,0,515.08,0
CE,Fortaleza,Gestão Financeira,Tecnológico,Matutino,408.50,2,1,0,0,577.30,607.50,0,0
CE,Fortaleza,Gestão Financeira,Tecnológico,Noturno,408.00,3,2,0,0,607.20,600.14,0,0
CE,Fortaleza,Gestão Financeira,Tecnológico,Noturno,520.00,1,0,2,1,607.04,0,526.34,528.36
CE,Iguatu,Gestão Financeira,Tecnológico,Curso a Distância,333.00,1,0,0,0,570.56,0,0,0
CE,Marco,Gestão Financeira,Tecnológico,Curso a Distância,333.00,1,0,0,0,633.68,0,0,0
CE,Sao Goncalo do Amarante,Gestão Financeira,Tecnológico,Curso a Distância,333.00,1,0,0,0,562.82,0,0,0
CE,Sobral,Gestão Financeira,Tecnológico,Curso a Distância,278.00,1,0,0,0,676.48,0,0,0
CE,Fortaleza,Gestão Hospitalar,Tecnológico,Matutino,598.57,3,1,0,0,644.38,610.38,0,0
CE,Fortaleza,Gestão Hospitalar,Tecnológico,Noturno,598.57,3,2,0,0,607.76,595.16,0,0
CE,Fortaleza,Gestão Hospitalar,Tecnológico,Matutino,700.00,1,1,3,2,604.80,598.34,497.30,463.30
CE,Fortaleza,Gestão Hospitalar,Tecnológico,Noturno,700.00,1,1,3,2,593.40,603.02,516.16,494.86
CE,Fortaleza,Gestão Hospitalar,Tecnológico,Matutino,435.59,0,0,0,1,0,0,573.66,0
CE,Fortaleza,Gestão Hospitalar,Tecnológico,Noturno,435.59,0,0,0,1,0,0,560.50,0
CE,Fortaleza,Gestão Hospitalar,Tecnológico,Matutino,760.05,0,0,0,24,0,0,479.68,0
CE,Fortaleza,Gestão Hospitalar,Tecnológico,Noturno,760.05,0,0,0,24,0,0,485.80,0
CE,Sao Goncalo do Amarante,Gestão Portuária,Tecnológico,Noturno,355.30,1,1,0,0,593.84,565.92,0,0
CE,Fortaleza,Gestão Pública,Tecnológico,Curso a Distância,325.00,0,0,1,0,0,0,607.22,0
CE,Iguatu,Gestão Pública,Tecnológico,Curso a Distância,333.00,1,0,0,0,601.12,0,0,0
CE,Marco,Gestão Pública,Tecnológico,Curso a Distância,333.00,1,0,0,0,528.44,0,0,0
CE,Sao Goncalo do Amarante,Gestão Pública,Tecnológico,Curso a Distância,333.00,1,0,0,0,579.24,0,0,0
CE,Sobral,Gestão Pública,Tecnológico,Curso a Distância,279.00,1,0,1,0,631.90,0,619.98,0
CE,Baturite,História,Licenciatura,Curso a Distância,402.65,1,0,0,0,636.98,0,0,0
CE,Fortaleza,História,Licenciatura,Curso a Distância,237.00,0,0,1,0,0,0,669.14,0
CE,Fortaleza,História,Licenciatura,Curso a Distância,325.00,0,0,1,0,0,0,593.88,0
CE,Sobral,História,Licenciatura,Curso a Distância,237.00,1,0,0,0,652.64,0,0,0
CE,Fortaleza,Hotelaria,Bacharelado,Noturno,431.84,2,1,0,0,593.00,612.74,0,0
CE,Fortaleza,Jogos Digitais,Tecnológico,Matutino,770.00,5,2,0,0,643.20,642.40,0,0
CE,Fortaleza,Jogos Digitais,Tecnológico,Noturno,698.00,1,1,0,0,629.62,645.92,0,0
CE,Fortaleza,Jornalismo,Bacharelado,Matutino,884.29,1,0,0,0,643.84,0,0,0
CE,Fortaleza,Jornalismo,Bacharelado,Matutino,1276.61,0,0,0,45,0,0,535.32,0
CE,Fortaleza,Jornalismo,Bacharelado,Noturno,1276.61,0,0,0,45,0,0,495.22,0
CE,Quixada,Jornalismo,Bacharelado,Noturno,1102.90,1,0,0,0,640.92,0,0,0
CE,Fortaleza,Letras,Licenciatura,Curso a Distância,299.00,0,0,1,0,0,0,643.24,0
CE,Quixeramobim,Letras - Inglês,Licenciatura,Curso a Distância,327.14,1,0,0,0,686.12,0,0,0
CE,Fortaleza,Letras - Libras,Licenciatura,Curso a Distância,213.00,9,5,0,0,607.96,598.32,0,0
CE,Iguatu,Letras - Português,Licenciatura,Curso a Distância,333.00,1,0,0,0,599.96,0,0,0
CE,Marco,Letras - Português,Licenciatura,Curso a Distância,333.00,1,0,0,0,568.86,0,0,0
CE,Quixeramobim,Letras - Português,Licenciatura,Curso a Distância,327.14,1,0,0,0,593.38,0,0,0
CE,Sao Goncalo do Amarante,Letras - Português,Licenciatura,Curso a Distância,333.00,1,0,0,0,606.54,0,0,0
CE,Sobral,Letras - Português,Licenciatura,Curso a Distância,249.00,3,1,0,0,635.16,617.88,0,0
CE,Fortaleza,Letras - Português e Espanhol,Licenciatura,Curso a Distância,325.00,1,0,1,0,648.14,0,576.42,0
CE,Itapipoca,Letras - Português e Inglês,Licenciatura,Curso a Distância,273.41,1,0,0,0,633.08,0,0,0
CE,Fortaleza,Logística,Tecnológico,Noturno,698.00,1,0,0,0,615.04,0,0,0
CE,Fortaleza,Logística,Tecnológico,Noturno,461.56,4,2,11,6,615.14,617.12,574.76,540.52
CE,Fortaleza,Logística,Tecnológico,Curso a Distância,299.24,1,0,1,0,613.16,0,555.04,0
CE,Fortaleza,Logística,Tecnológico,Noturno,415.21,0,0,6,3,0,0,540.10,530.92
CE,Fortaleza,Logística,Tecnológico,Matutino,435.59,0,0,0,1,0,0,569.44,0
CE,Fortaleza,Logística,Tecnológico,Noturno,435.59,0,0,0,1,0,0,543.18,0
CE,Fortaleza,Logística,Tecnológico,Curso a Distância,325.00,0,0,1,0,0,0,589.80,0
CE,Fortaleza,Logística,Tecnológico,Noturno,436.05,2,1,0,6,599.24,587.52,500.54,0
CE,Fortaleza,Logística,Tecnológico,Matutino,411.16,2,1,0,6,611.28,572.58,491.46,0
CE,Fortaleza,Logística,Tecnológico,Vespertino,411.16,2,1,0,6,575.44,586.84,450.00,0
CE,Fortaleza,Logística,Tecnológico,Noturno,792.65,0,0,0,22,0,0,490.56,0
CE,Fortaleza,Logística,Tecnológico,Matutino,754.90,0,0,0,24,0,0,450.00,0
CE,Fortaleza,Logística,Tecnológico,Noturno,408.50,5,2,0,0,603.00,590.44,0,0
CE,Fortaleza,Logística,Tecnológico,Matutino,408.00,1,1,0,0,606.68,580.86,0,0
CE,Iguatu,Logística,Tecnológico,Curso a Distância,333.00,1,0,0,0,556.36,0,0,0
CE,Marco,Logística,Tecnológico,Curso a Distância,333.00,1,0,0,0,545.06,0,0,0
CE,Sao Goncalo do Amarante,Logística,Tecnológico,Curso a Distância,333.00,1,0,0,0,579.62,0,0,0
CE,Fortaleza,Marketing,Tecnológico,Noturno,655.71,5,3,0,0,613.30,605.36,0,0
CE,Fortaleza,Marketing,Tecnológico,Matutino,627.14,3,1,0,0,542.58,619.62,0,0
CE,Fortaleza,Marketing,Tecnológico,Noturno,684.29,1,1,0,0,614.64,593.60,0,0
CE,Fortaleza,Marketing,Tecnológico,Matutino,598.57,5,2,0,0,626.22,621.18,0,0
CE,Fortaleza,Marketing,Tecnológico,Noturno,698.00,1,0,0,0,572.70,0,0,0
CE,Fortaleza,Marketing,Tecnológico,Noturno,408.60,2,1,6,3,614.40,607.28,570.22,549.02
CE,Fortaleza,Marketing,Tecnológico,Noturno,169.00,1,1,0,0,622.76,591.32,0,0
CE,Fortaleza,Marketing,Tecnológico,Matutino,553.96,0,0,0,10,0,0,512.64,0
CE,Fortaleza,Marketing,Tecnológico,Noturno,553.96,1,0,0,10,581.80,0,520.38,0
CE,Fortaleza,Marketing,Tecnológico,Noturno,510.31,0,0,0,30,0,0,489.66,0
CE,Fortaleza,Marketing,Tecnológico,Noturno,760.05,1,0,0,35,646.72,0,450.00,0
CE,Fortaleza,Marketing,Tecnológico,Matutino,723.90,1,0,0,35,607.88,0,450.00,0
CE,Fortaleza,Marketing,Tecnológico,Noturno,760.05,0,0,0,40,0,0,450.00,0
CE,Fortaleza,Marketing,Tecnológico,Matutino,723.90,0,0,0,40,0,0,450.00,0
CE,Fortaleza,Marketing,Tecnológico,Matutino,408.50,2,1,0,0,606.52,595.14,0,0
CE,Fortaleza,Marketing,Tecnológico,Noturno,408.50,6,3,0,0,589.12,586.48,0,0
CE,Fortaleza,Marketing,Tecnológico,Curso a Distância,269.00,1,0,0,0,579.20,0,0,0
CE,Iguatu,Marketing,Tecnológico,Curso a Distância,333.00,1,0,0,0,610.38,0,0,0
CE,Juazeiro do Norte,Marketing,Tecnológico,Noturno,615.60,3,2,0,0,642.50,605.66,0,0
CE,Marco,Marketing,Tecnológico,Curso a Distância,333.00,1,0,0,0,530.30,0,0,0
CE,Sao Goncalo do Amarante,Marketing,Tecnológico,Curso a Distância,333.00,1,0,0,0,551.44,0,0,0
CE,Sobral,Marketing,Tecnológico,Curso a Distância,270.00,1,0,0,0,635.40,0,0,0
CE,Sobral,Marketing,Tecnológico,Curso a Distância,239.00,3,1,0,0,686.74,616.02,0,0
CE,Baturite,Matemática,Licenciatura,Curso a Distância,402.65,1,0,0,0,620.20,0,0,0
CE,Fortaleza,Matemática,Licenciatura,Curso a Distância,239.00,0,0,1,0,0,0,628.78,0
CE,Fortaleza,Matemática,Licenciatura,Curso a Distância,325.00,1,0,1,0,684.12,0,598.66,0
CE,Iguatu,Matemática,Licenciatura,Curso a Distância,333.00,1,0,0,0,631.24,0,0,0
CE,Marco,Matemática,Licenciatura,Curso a Distância,333.00,1,0,0,0,593.94,0,0,0
CE,Sao Goncalo do Amarante,Matemática,Licenciatura,Curso a Distância,333.00,1,0,0,0,605.72,0,0,0
CE,Sobral,Matemática,Licenciatura,Curso a Distância,239.00,1,0,0,0,707.14,0,0,0
CE,Fortaleza,Medicina,Bacharelado,Integral,7783.50,13,6,0,0,767.90,745.00,0,0
CE,Caucaia,Medicina Veterinária,Bacharelado,Matutino,3041.90,0,0,1,1,0,0,686.70,646.02
CE,Juazeiro do Norte,Medicina Veterinária,Bacharelado,Matutino,2100.00,5,3,0,0,689.46,646.40,0,0
CE,Juazeiro do Norte,Medicina Veterinária,Bacharelado,Noturno,2100.00,3,1,0,0,705.02,654.10,0,0
CE,Fortaleza,Música,Licenciatura,Curso a Distância,299.00,1,0,0,0,659.30,0,0,0
CE,Fortaleza,Negócios Imobiliários,Tecnológico,Matutino,435.59,0,0,0,1,0,0,564.42,0
CE,Fortaleza,Negócios Imobiliários,Tecnológico,Noturno,435.59,0,0,0,1,0,0,578.56,0
CE,Aracati,Nutrição,Bacharelado,Matutino,908.00,3,2,0,0,628.72,605.02,0,0
CE,Aracati,Nutrição,Bacharelado,Noturno,908.00,3,2,0,0,630.60,627.30,0,0
CE,Fortaleza,Nutrição,Bacharelado,Noturno,1530.00,5,2,0,0,704.30,656.84,0,0
CE,Fortaleza,Nutrição,Bacharelado,Noturno,1370.00,3,1,0,0,646.36,644.44,0,0
CE,Fortaleza,Nutrição,Bacharelado,Matutino,1255.71,3,1,0,0,691.32,668.02,0,0
CE,Fortaleza,Nutrição,Bacharelado,Noturno,1427.14,3,1,0,0,631.22,623.62,0,0
CE,Fortaleza,Nutrição,Bacharelado,Vespertino,1255.71,7,4,0,0,640.50,627.06,0,0
CE,Fortaleza,Nutrição,Bacharelado,Curso a Distância,630.81,8,4,0,0,609.40,613.70,0,0
CE,Fortaleza,Nutrição,Bacharelado,Matutino,987.52,2,1,5,3,642.12,636.34,573.76,585.26
CE,Fortaleza,Nutrição,Bacharelado,Vespertino,855.00,1,0,1,0,632.24,0,568.52,0
CE,Fortaleza,Nutrição,Bacharelado,Noturno,755.45,3,2,0,0,626.38,608.42,0,0
CE,Fortaleza,Nutrição,Bacharelado,Matutino,1235.00,0,0,3,1,0,0,604.82,604.96
CE,Fortaleza,Nutrição,Bacharelado,Matutino,1534.05,0,0,0,45,0,0,549.94,0
CE,Fortaleza,Nutrição,Bacharelado,Noturno,1534.05,0,0,0,45,0,0,537.16,0
